QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.41	some	mouse	possess	protein	Some mice possess proteins.	1.00	y	n	n	animal_n1	substance_n1	a1161|a1162|a1163|a1164|a1165
0.41	some	mouse	require	hole	Some mice require holes.	1.00	y	n	n	animal_n1	location_n1	a77014
0.41	some	mouse	require	home	Some mice require homes.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.41	some	mouse	resemble	animal	Some mice resemble animals.	1.00	y	n	n	animal_n1	animal_n1	KBCompletion
0.41	some	mouse	resemble	prey	Some mice resemble prey.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.41	some	mouse	serve as	food	Some mice serve as food.	1.00	y	n	n	animal_n1	food_n1	a41598
0.41	some	mouse	watch	field	Some mice watch fields.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.40	some	mouse	invade	burrow	Some mice invade burrows.	1.00	y	n	n	animal_n1	formation_n5	a58250
0.33	some	mouse	develop	resistance	Some mice develop resistance.	1.00	y	n	n	animal_n1	phenomenon_n1	a29855|a29856
0.33	some	mouse	enter	home	Some mice enter homes.	1.00	y	n	n	animal_n1	location_n1	a80593
0.33	some	mouse	hate	laboratory	Some mice hate laboratories.	0.67	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	mouse	hide in	forest	Some mice hide in forests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.33	some	mouse	hide in	pasture	Some mice hide in pasture.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	mouse	hide in	wood	Some mice hide in wood.	0.33	y	n	n	animal_n1	material_n1	a12270
0.33	some	mouse	is located on	farm	Some mice are located on farms.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.33	some	mouse	live in	cage	Some mice live in cages.	0.67	y	n	n	animal_n1	artifact_n1	a62780
0.33	some	mouse	live in	England	Some mice live in England.	1.00	y	n	n	animal_n1	location_n1	a48513
0.33	some	mouse	receive	antibody	Some mice receive antibodies.	1.00	y	n	n	animal_n1	substance_n1	a23668|a23669|a23670
0.33	some	mouse	seize	prey	Some mice seize prey.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.33	some	mouse	stand in	barn	Some mice stand in barns.	0.67	y	n	n	animal_n1	building_n1	KBCompletion
0.33	some	mouse	transmit	virus	Some mice transmit viruses.	1.00	y	n	n	animal_n1	microorganism_n1	a59716|a59717
0.33	some	mouse	visit	city	Some mice visit cities.	1.00	y	n	n	animal_n1	location_n1	a42960
0.30	some	mouse	bite	leg	Some mice bite legs.	1.00	y	n	n	animal_n1	body_part_n1	KBCompletion
0.30	some	mouse	visit	garden	Some mice visit gardens.	1.00	y	n	n	animal_n1	location_n1	KBCompletion
0.25	some	mouse	carry	organism	Some mice carry organisms.	0.67	y	n	n	animal_n1	organism_n1	KBCompletion
0.25	some	mouse	invade	ground	Some mice invade ground.	0.50	y	n	n	animal_n1	Thing	KBCompletion
0.25	some	mouse	is located on	nest	Some mice are located on nests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.25	some	mouse	live in	community	Some mice live in communities.	1.00	y	n	n	animal_n1	social_group_n1	a3278|a63422
0.25	some	mouse	play in	wood	Some mice play in wood.	0.67	y	n	n	animal_n1	material_n1	KBCompletion
0.25	some	mouse	receive	virus	Some mice receive viruses.	1.00	y	n	n	animal_n1	microorganism_n1	a13361
0.25	some	mouse	require	forest	Some mice require forests.	0.67	y	n	n	animal_n1	Thing	KBCompletion
0.25	some	mouse	return to	cage	Some mice return to cages.	0.33	y	n	n	animal_n1	artifact_n1	a54822
0.25	some	mouse	thrive in	cage	Some mice thrive in cages.	1.00	y	n	n	animal_n1	artifact_n1	KBCompletion
0.25	some	mouse	transmit	organism	Some mice transmit organisms.	1.00	y	n	n	animal_n1	organism_n1	a2321
0.16	some	mouse	attract	animal	Some mice attract animals.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.16	some	mouse	chew	wire	Some mice chew wire.	1.00	y	n	n	animal_n1	artifact_n1	KBCompletion
0.16	some	mouse	love	wheel	Some mice love wheels.	1.00	y	n	n	animal_n1	device_n1	a60482
0.16	some	mouse	provide	food	Some mice provide food.	0.67	y	n	n	animal_n1	food_n1	KBCompletion
0.16	some	mouse	threaten	livestock	Some mice threaten livestock.	0.67	y	n	n	animal_n1	animal_n1	KBCompletion
0.33	some	mouth	eat	fish	Some mouths eat fish.	1.00	y	n	n	body_part_n1	fish_n1	a4617|a4618|a4619
0.50	some	movement	attract	shark	Some movement attracts sharks.	1.00	y	n	n	action_n1	fish_n1	a53133
0.58	most	mulch	attract	earthworm	Most mulch attracts earthworms.	1.00	y	n	n	artifact_n1	animal_n1	a65846
0.41	some	mulch	attract	insect	Some mulch attracts insects.	0.67	y	n	n	artifact_n1	insect_n1	KBCompletion
0.25	some	mulch	attract	termite	Some mulch attracts termites.	1.00	y	n	n	artifact_n1	insect_n1	a45635
0.50	some	mule	carry	load	Some mules carry load.	1.00	y	n	n	animal_n1	artifact_n1	a65407
0.41	some	mule	possess	resistance	Some mules possess resistance.	1.00	y	n	n	animal_n1	phenomenon_n1	a31583
0.25	some	mule	carry	piece	Some mules carry pieces.	1.00	y	n	n	animal_n1	Thing	a74909
0.09	some	murderer	shoot	bird	Some murderers shoot birds.	1.00	y	n	n	person_n1	bird_n1	a22920
0.50	some	muscle	is located in	mammal	Some muscles are located in mammals.	1.00	y	n	n	body_part_n1	animal_n1	a47787
0.09	some	muscle	is located in	shark	Some muscles are located in sharks.	1.00	y	n	n	body_part_n1	fish_n1	KBCompletion
0.67	most	museum	study	dinosaur	Most museums study dinosaurs.	1.00	y	n	n	artifact_n1	animal_n1	a44055
0.33	some	museum	possess	butterfly	Some museums possess butterflies.	1.00	y	n	n	artifact_n1	insect_n1	a55306
0.33	some	museum	possess	mollusk	Some museums possess mollusks.	1.00	y	n	n	artifact_n1	animal_n1	a16420
0.25	some	museum	possess	animal	Some museums possess animals.	1.00	y	n	n	artifact_n1	animal_n1	a41872
0.58	most	muskrat	eat	clam	Most muskrats eat clams.	1.00	y	n	n	material_n1	animal_n1	a21476|a21477
0.41	some	muskrat	kill	turtle	Some muskrats kill turtles.	1.00	y	n	n	material_n1	animal_n1	a80113
0.58	most	mussel	avoid	predator	Most mussels avoid predators.	1.00	y	n	n	substance_n1	animal_n1	KBCompletion
0.84	most	narwhal	has-part	tooth	Most narwhals has-part teeth.	1.00	y	n	n	animal_n1	body_part_n1	a44253|a44254|a44255|a44256
0.84	most	narwhal	possess	body	Most narwhals possess bodies.	1.00	y	n	n	animal_n1	Thing	a84711|a84712|a84713
0.67	most	narwhal	eat	fish	Most narwhals eat fish.	1.00	y	n	n	animal_n1	fish_n1	a35187|a35188
0.50	some	narwhal	has-part	belly	Some narwhals has-part bellies.	1.00	y	n	n	animal_n1	body_part_n1	a6860
0.58	most	nation	keep	cat	Most nations keep cats.	1.00	y	n	n	social_group_n1	animal_n1	a14553
0.75	most	naturalist	help	whale	Most naturalists help whales.	1.00	y	n	n	person_n1	animal_n1	a8337|a8338
0.58	most	naturalist	study	falcon	Most naturalists study falcons.	1.00	y	n	n	person_n1	bird_n1	a41197
0.41	some	naturalist	feed	animal	Some naturalists feed animals.	1.00	y	n	n	person_n1	animal_n1	a22655
0.33	some	naturalist	seek	bird	Some naturalists seek birds.	1.00	y	n	n	person_n1	bird_n1	a70657
0.50	some	neck	help	giraffe	Some necks help giraffes.	1.00	y	n	n	body_part_n1	animal_n1	a67910
0.84	most	nectar	attract	wasp	Most nectar attracts wasps.	0.67	y	n	n	substance_n1	insect_n1	KBCompletion
0.75	most	nectar	attract	bee	Most nectar attracts bees.	1.00	y	n	n	substance_n1	insect_n1	a75596|a75597
0.75	most	nectar	attract	butterfly	Most nectar attracts butterflies.	1.00	y	n	n	substance_n1	insect_n1	a41559|a41560|a41561|a41562
0.67	most	nectar	feed	hummingbird	Most nectar feeds hummingbirds.	1.00	y	n	n	substance_n1	bird_n1	a57130|a57131
0.50	some	nectar	attract	ant	Some nectar attracts ants.	1.00	y	n	n	substance_n1	insect_n1	a33193|a33194
0.50	some	nectar	attract	insect	Some nectar attracts insects.	1.00	y	n	n	substance_n1	insect_n1	a24146|a24147
0.41	some	nectar	attract	hummingbird	Some nectar attracts hummingbirds.	1.00	y	n	n	substance_n1	bird_n1	a84003
0.33	some	nectar	attract	bird	Some nectar attracts birds.	0.67	y	n	n	substance_n1	bird_n1	KBCompletion
0.58	most	neighbor	keep	dog	Most neighbors keep dogs.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.50	some	neighbor	feed	cat	Some neighbors feed cats.	1.00	y	n	n	person_n1	animal_n1	a80883
0.50	some	neighbor	feed	dog	Some neighbors feed dogs.	1.00	y	n	n	person_n1	animal_n1	a48378
0.50	some	neighbor	own	bird	Some neighbors own birds.	1.00	y	n	n	person_n1	bird_n1	KBCompletion
0.50	some	neighbor	raise	goat	Some neighbors raise goats.	0.50	y	n	n	person_n1	animal_n1	a29859
0.50	some	neighbor	raise	turkey	Some neighbors raise turkeys.	0.00	y	n	n	person_n1	bird_n1	a46823
0.41	some	neighbor	keep	bird	Some neighbors keep birds.	1.00	y	n	n	person_n1	bird_n1	KBCompletion
0.33	some	neighbor	feed	deer	Some neighbors feed deer.	1.00	y	n	n	person_n1	animal_n1	a47711
0.33	some	neighbor	feed	rabbit	Some neighbors feed rabbits.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.33	some	neighbor	keep	cat	Some neighbors keep cats.	1.00	y	n	n	person_n1	animal_n1	a48303|a48304
0.33	some	neighbor	kill	snake	Some neighbors kill snakes.	1.00	y	n	n	person_n1	animal_n1	a38545
0.33	some	neighbor	own	cat	Some neighbors own cats.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.33	some	neighbor	own	dog	Some neighbors own dogs.	1.00	y	n	n	person_n1	animal_n1	a38524
0.33	some	neighbor	own	goat	Some neighbors own goats.	0.67	y	n	n	person_n1	animal_n1	KBCompletion
0.33	some	neighbor	possess	sheep	Some neighbors possess sheep.	0.75	y	n	n	person_n1	animal_n1	a28635|a38938|a38939
0.33	some	neighbor	raise	sheep	Some neighbors raise sheep.	0.50	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	neighbor	feed	cattle	Some neighbors feed cattle.	0.33	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	neighbor	feed	sheep	Some neighbors feed sheep.	0.67	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	neighbor	keep	snake	Some neighbors keep snakes.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	neighbor	own	rabbit	Some neighbors own rabbits.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.25	some	neighbor	own	turkey	Some neighbors own turkeys.	1.00	y	n	n	person_n1	bird_n1	KBCompletion
0.25	some	neighbor	raise	cattle	Some neighbors raise cattle.	0.25	y	n	n	person_n1	animal_n1	a69260|a69261
0.16	some	neighbor	feed	goat	Some neighbors feed goats.	0.67	y	n	n	person_n1	animal_n1	KBCompletion
0.16	some	neighbor	own	horse	Some neighbors own horses.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.16	some	neighbor	possess	horse	Some neighbors possess horses.	1.00	y	n	n	person_n1	animal_n1	a40632|a40633|a40634|a40635|a40636|a40637|a40638|a40639
0.09	some	neighbor	keep	rabbit	Some neighbors keep rabbits.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.09	some	neighbor	own	cattle	Some neighbors own cattle.	0.67	y	n	n	person_n1	animal_n1	KBCompletion
0.09	some	neighbor	raise	rooster	Some neighbors raise roosters.	0.50	y	n	n	person_n1	bird_n1	a7792
0.33	some	neighborhood	possess	bird	Some neighborhoods possess birds.	1.00	y	n	n	location_n1	bird_n1	a11267|a21486
0.25	some	neighborhood	possess	dog	Some neighborhoods possess dogs.	1.00	y	n	n	location_n1	animal_n1	a28654
0.25	some	neighborhood	sell	pet	Some neighborhoods sell pets.	0.67	y	n	n	location_n1	animal_n1	KBCompletion
0.09	some	neighborhood	possess	fox	Some neighborhoods possess foxes.	1.00	y	n	n	location_n1	animal_n1	a84461
0.33	some	nest	attract	hummingbird	Some nests attract hummingbirds.	0.67	y	n	n	Thing	bird_n1	KBCompletion
0.58	most	neuron	is located in	vertebrate	Most neurons are located in vertebrates.	1.00	y	n	n	Thing	animal_n1	a54432|a54433
0.84	most	newt	possess	chromosome	Most newts possess chromosomes.	1.00	y	n	n	animal_n1	Thing	a32030
0.84	most	newt	require	water	Most newts require water.	1.00	y	n	n	animal_n1	substance_n1	a14519
0.75	most	newt	prefer	food	Most newts prefer food.	1.00	y	n	n	animal_n1	food_n1	a63832
0.67	most	newt	enter	pond	Most newts enter ponds.	1.00	y	n	n	animal_n1	water_n2	a44106|a44107
0.67	most	newt	has-part	skin	Most newts has-part skin.	1.00	y	n	n	animal_n1	body_part_n1	a23964|a23965|a23966
0.67	most	newt	live in	pond	Most newts live in ponds.	0.75	y	n	n	animal_n1	water_n2	a84700|a84701|a84702|a84703
0.67	most	newt	swim in	pond	Most newts swim in ponds.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.60	most	newt	swim in	water	Most newts swim in water.	0.67	y	n	n	animal_n1	substance_n1	KBCompletion
0.58	most	newt	eat	worm	Most newts eat worms.	1.00	y	n	n	animal_n1	animal_n1	a31567
0.50	some	newt	eat	insect	Some newts eat insects.	1.00	y	n	n	animal_n1	insect_n1	a35977|a35978|a35979
0.50	some	newt	feed in	lake	Some newts feed in lakes.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	newt	float in	lake	Some newts float in lakes.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	newt	migrate to	pond	Some newts migrate to ponds.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.41	some	newt	float in	pond	Some newts float in ponds.	0.67	y	n	n	animal_n1	water_n2	KBCompletion
0.41	some	newt	swim in	lake	Some newts swim in lakes.	1.00	y	n	n	animal_n1	water_n2	a70281
0.67	most	nilgai	possess	horn	Most nilgais possess horns.	1.00	y	n	n	animal_n1	body_part_n1	KBCompletion
0.50	some	nilgai	shake	horn	Some nilgais shake horns.	0.67	y	n	n	animal_n1	body_part_n1	KBCompletion
0.16	some	noise	come from	bison	Some noise comes from bison.	1.00	y	n	n	sound_v2	animal_n1	a22891
0.67	most	numbat	live on	diet	Most numbats live on diets.	1.00	y	n	n	animal_n1	food_n1	a56919
0.41	some	nut	feed	rodent	Some nuts feed rodents.	1.00	y	n	n	plant_part_n1	animal_n1	a76856
0.33	some	object	kill	chicken	Some objects kill chickens.	1.00	y	n	n	Thing	bird_n1	a55539
0.09	some	object	kill	dinosaur	Some objects kill dinosaurs.	1.00	y	n	n	Thing	animal_n1	a67879|a67880
0.33	some	observer	encounter	finch	Some observers encounter finches.	1.00	y	n	n	person_n1	bird_n1	a58724
0.50	some	occupant	possess	dog	Some occupants possess dogs.	1.00	y	n	n	person_n1	animal_n1	a2142
0.84	most	ocean	possess	fish	Most oceans possess fish.	1.00	y	n	n	water_n2	fish_n1	a72687
0.58	most	ocean	possess	shark	Most oceans possess sharks.	1.00	y	n	n	water_n2	fish_n1	a43259|a43260
0.50	some	ocean	move	jellyfish	Some oceans move jellyfish.	1.00	y	n	n	water_n2	animal_n1	a17187
0.50	some	ocean	possess	animal	Some oceans possess animals.	1.00	y	n	n	water_n2	animal_n1	a45510
0.67	most	ocelot	live in	region	Most ocelots live in regions.	1.00	y	n	n	animal_n1	location_n1	a82071
0.75	most	octopus	catch	prey	Most octopi catch prey.	1.00	y	n	n	substance_n1	animal_n1	a71305
0.41	some	octopus	eat	crab	Some octopi eat crabs.	0.62	y	n	n	substance_n1	animal_n1	a39277|a39278|a48985|a73603|a73604|a73605|a73606|a73607|a73608|a73609
0.33	some	officer	possess	horse	Some officers possess horses.	1.00	y	n	n	person_n1	animal_n1	a38579
0.25	some	officer	ride	horse	Some officers ride horses.	1.00	y	n	n	person_n1	animal_n1	a29408
0.09	some	officer	shoot	deer	Some officers shoot deer.	1.00	y	n	n	person_n1	animal_n1	a33282
0.33	some	official	seize	animal	Some officials seize animals.	1.00	y	n	n	person_n1	animal_n1	a53467
0.25	some	official	ride	horse	Some officials ride horses.	1.00	y	n	n	person_n1	animal_n1	a27952
0.50	some	offspring	descend from	ape	Some offspring descend from apes.	1.00	y	n	n	person_n1	animal_n1	KBCompletion
0.50	some	offspring	walk on	paw	Some offspring walk on paws.	0.50	y	n	n	person_n1	body_part_n1	KBCompletion
0.50	some	oil	kill	lobster	Some oil kills lobsters.	0.75	y	n	n	substance_n1	animal_n1	a64901|a64902
0.50	some	oil	kill	louse	Some oil kills lice.	1.00	y	n	n	substance_n1	insect_n1	a21222|a21223|a21224|a21225|a21226
0.50	some	oil	kill	penguin	Some oil kills penguins.	1.00	y	n	n	substance_n1	bird_n1	a17323
0.41	some	oil	kill	bird	Some oil kills birds.	1.00	y	n	n	substance_n1	bird_n1	a32709|a32710
0.25	some	oil	threaten	animal	Some oil threatens animals.	1.00	y	n	n	substance_n1	animal_n1	a17491
0.84	most	okapi	has-part	skin	Most okapis has-part skin.	1.00	y	n	n	animal_n1	body_part_n1	a30063
0.67	most	okapi	live in	Africa	Most okapis live in Africa.	1.00	y	n	n	animal_n1	Thing	a53619
0.41	some	okapi	possess	muzzle	Some okapis possess muzzles.	1.00	y	n	n	animal_n1	artifact_n1	a21541
0.91	most	opossum	prefer	food	Most opossums prefer food.	1.00	y	n	n	animal_n1	food_n1	a15608|a15609
0.75	most	opossum	eat	food	Most opossums eat food.	1.00	y	n	n	animal_n1	food_n1	a39216
0.75	most	opossum	has-part	mouth	Most opossums has-part mouths.	1.00	y	n	n	animal_n1	body_part_n1	a83789
0.67	most	opossum	collect	fruit	Most opossums collect fruit.	0.67	y	n	n	animal_n1	plant_part_n1	KBCompletion
0.67	most	opossum	possess	fur	Most opossums possess fur.	1.00	y	n	n	animal_n1	material_n1	a16006|a16007|a16008|a16009
0.67	most	opossum	possess	hair	Most opossums possess hair.	1.00	y	n	n	animal_n1	Thing	a77522|a77523
0.58	most	opossum	eat	fruit	Most opossums eat fruit.	1.00	y	n	n	animal_n1	plant_part_n1	a13673|a13674|a13675
0.58	most	opossum	eat	insect	Most opossums eat insects.	0.67	y	n	n	animal_n1	insect_n1	a32532
0.58	most	opossum	give birth to	mammal	Most opossums give birth to mammals.	1.00	y	n	n	animal_n1	animal_n1	a69879|a69880|a69881
0.58	most	opossum	has-part	tail	Most opossums has-part tails.	1.00	y	n	n	animal_n1	body_part_n1	a54030|a54031|a54032
0.58	most	opossum	live in	pouch	Most opossums live in pouches.	1.00	y	n	n	animal_n1	artifact_n1	a82229|a82230
0.50	some	opossum	bury	food	Some opossums bury food.	0.67	y	n	n	animal_n1	food_n1	KBCompletion
0.50	some	opossum	come from	country	Some opossums come from countries.	1.00	y	n	n	animal_n1	location_n1	a7899
0.50	some	opossum	eat	anything	Some opossums eat anything.	1.00	y	n	n	animal_n1	Thing	a57516|a57517|a59882
0.50	some	opossum	eat	pest	Some opossums eat pests.	1.00	y	n	n	animal_n1	person_n1	a14869|a14870|a14871|a14872
0.50	some	opossum	feed in	tree	Some opossums feed in trees.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.50	some	opossum	has-part	ear	Some opossums has-part ears.	1.00	y	n	n	animal_n1	body_part_n1	a46826
0.50	some	opossum	is located on	road	Some opossums are located on roads.	0.67	y	n	n	animal_n1	artifact_n1	KBCompletion
0.50	some	opossum	live in	tree	Some opossums live in trees.	1.00	y	n	n	animal_n1	plant_n2	a47636
0.50	some	opossum	sit in	tree	Some opossums sit in trees.	1.00	y	n	n	animal_n1	plant_n2	KBCompletion
0.50	some	opossum	stand on	road	Some opossums stand on roads.	1.00	y	n	n	animal_n1	artifact_n1	KBCompletion
0.41	some	opossum	cross	road	Some opossums cross roads.	1.00	y	n	n	animal_n1	artifact_n1	a77195
0.41	some	opossum	live in	woodland	Some opossums live in woodlands.	1.00	y	n	n	animal_n1	biome_n1	a15119
0.33	some	opossum	kill	chicken	Some opossums kill chickens.	1.00	y	n	n	animal_n1	bird_n1	a46507
0.33	some	opossum	possess	litter	Some opossums possess litter.	1.00	y	n	n	animal_n1	Thing	a13445|a13446
0.33	some	opossum	rest on	bank	Some opossums rest on banks.	1.00	y	n	n	animal_n1	formation_n5	KBCompletion
0.25	some	opossum	live in	lake	Some opossums live in lakes.	1.00	y	n	n	animal_n1	water_n2	a19035
0.91	most	orangutan	eat	food	Most orangutans eat food.	1.00	y	n	n	animal_n1	food_n1	a3873|a18193
0.58	most	orangutan	live in	forest	Most orangutans live in forests.	1.00	y	n	n	animal_n1	Thing	a61754
0.58	most	orangutan	resemble	man	Most orangutans resemble men.	1.00	y	n	n	animal_n1	person_n1	a51275
0.50	some	orangutan	come from	rainforest	Some orangutans come from rainforests.	1.00	y	n	n	animal_n1	Thing	a78460
0.41	some	orangutan	eat	meat	Some orangutans eat meat.	1.00	y	n	n	animal_n1	substance_n1	a42370
0.41	some	orangutan	provide	meat	Some orangutans provide meat.	0.67	y	n	n	animal_n1	substance_n1	KBCompletion
1.00	most	orca	is located in	sea	Most orcas are located in sea.	1.00	y	n	n	animal_n1	water_n2	a72248
0.91	most	orca	eat	fish	Most orcas eat fish.	0.75	y	n	n	animal_n1	fish_n1	a23192|a38881|a38882
0.75	most	orca	die in	sea	Most orcas die in sea.	1.00	y	n	n	animal_n1	water_n2	KBCompletion
0.50	some	orca	eat	penguin	Some orcas eat penguins.	1.00	y	n	n	animal_n1	bird_n1	a457
0.41	some	organ	is located in	reptile	Some organs are located in reptiles.	1.00	y	n	n	body_part_n1	animal_n1	a10489
